Date,Close,LagClose,RatioPriceChange,logPriceRat,Xi,DevFromMean
2001-11-12,65.79,NA,NA,NA,NA,NA
2001-11-09,65.21,65.79,0.9911840705274356,-0.008855019692795766,-0.008855019692795766,-0.008865149865827076
2001-11-08,64.42,65.21,0.9878852936666157,-0.012188687502057987,-0.012188687502057987,-0.012198817675089298
2001-11-07,64.25,64.42,0.997361067991307,-0.0026424201277236645,-0.0026424201277236645,-0.0026525503007549752
2001-11-06,64.78,64.25,1.008249027237354,0.008215189967854074,0.008215189967854074,0.008205059794822764
2001-11-05,63.27,64.78,0.9766903365236185,-0.023585630584390244,-0.023585630584390244,-0.023595760757421556
2001-11-02,61.4,63.27,0.9704441283388651,-0.03000144800569626,-0.03000144800569626,-0.03001157817872757
2001-11-01,61.84,61.4,1.0071661237785017,0.00714056912606979,0.00714056912606979,0.00713043895303848
2001-10-31,58.15,61.84,0.9403298835705044,-0.06152452531449323,-0.06152452531449323,-0.061534655487524535
2001-10-30,58.88,58.15,1.0125537403267413,0.01247559545594746,0.01247559545594746,0.012465465282916149
2001-10-29,59.64,58.88,1.012907608695652,0.012825015475916805,0.012825015475916805,0.012814885302885494
2001-10-26,62.2,59.64,1.0429242119382964,0.042028509848596074,0.042028509848596074,0.042018379675564765
2001-10-25,62.56,62.2,1.0057877813504823,0.005771096491921868,0.005771096491921868,0.005760966318890557
2001-10-24,61.32,62.56,0.9801790281329923,-0.020020042233442302,-0.020020042233442302,-0.020030172406473614
2001-10-23,60.43,61.32,0.9854859752120027,-0.014620383630146179,-0.014620383630146179,-0.01463051380317749
2001-10-22,60.16,60.43,0.9955320205196094,-0.004477990731882806,-0.004477990731882806,-0.004488120904914117
2001-10-19,57.9,60.16,0.9624335106382979,-0.03829029506263485,-0.03829029506263485,-0.03830042523566616
2001-10-18,56.76,57.9,0.9803108808290155,-0.019885532287107675,-0.019885532287107675,-0.019895662460138987
2001-10-17,56.03,56.76,0.987138830162086,-0.012944590714648695,-0.012944590714648695,-0.012954720887680005
2001-10-16,58.45,56.03,1.0431911475995004,0.04228442634088437,0.04228442634088437,0.04227429616785306
2001-10-15,58.06,58.45,0.9933276304533789,-0.006694729321593635,-0.006694729321593635,-0.006704859494624946
2001-10-12,56.38,58.06,0.9710644161212538,-0.029362472910517395,-0.029362472910517395,-0.029372603083548707
2001-10-11,56.32,56.38,0.9989357928343384,-0.0010647738361795269,-0.0010647738361795269,-0.0010749040092108376
2001-10-10,55.51,56.32,0.9856178977272727,-0.01448652714771706,-0.01448652714771706,-0.01449665732074837
2001-10-09,54.56,55.51,0.9828859664925239,-0.01726217116686322,-0.01726217116686322,-0.017272301339894533
2001-10-08,58.04,54.56,1.063782991202346,0.06183141448078038,0.06183141448078038,0.06182128430774907
2001-10-05,57.72,58.04,0.99448656099241906,-0.00552869411031694,-0.00552869411031694,-0.005538824283348251
2001-10-04,56.64,57.72,0.9812889812889813,-0.018888284520205745,-0.018888284520205745,-0.018898414693237057
2001-10-03,56.23,56.64,0.9927612994350282,-0.007265027081354012,-0.007265027081354012,-0.007275157254385323
2001-10-02,53.05,56.23,0.9434465587764539,-0.05821555724411815,-0.05821555724411815,-0.05822568741714946
2001-10-01,51.79,53.05,0.976248821866164,-0.024037784624192024,-0.024037784624192024,-0.024047914797223336
2001-09-28,51.17,51.79,0.9880285769453563,-0.012043657618799613,-0.012043657618799613,-0.012053787791830924
2001-09-27,49.96,51.17,0.9763533320304866,-0.023930737559623553,-0.023930737559623553,-0.023940867732654865
2001-09-26,50.27,49.96,1.006204963971177,0.006185792447106987,0.006185792447106987,0.006175662274075676
2001-09-25,51.3,50.27,1.0204893574696636,0.020282274472239792,0.020282274472239792,0.02027214429920848
2001-09-24,52.01,51.3,1.013840155945419,0.013745255608257246,0.013745255608257246,0.013735125435225936
2001-09-21,49.71,52.01,0.9557777350509518,-0.04522988767839985,-0.04522988767839985,-0.045240017851431155
2001-09-20,50.76,49.71,1.0211225105612551,0.020902522739605536,0.020902522739605536,0.020892392566574224
2001-09-19,53.87,50.76,1.0612687155240346,0.059465093846255375,0.059465093846255375,0.059454963673224066
2001-09-18,54.32,53.87,1.0083534434750325,0.008318746557998344,0.008318746557998344,0.008308616384967034
2001-09-17,52.91,54.32,0.9740427098674521,-0.02630012633440035,-0.02630012633440035,-0.026310256507431663
2001-09-10,57.58,52.91,1.0882630882630884,0.08458292826798956,0.08458292826798956,0.08457279809495825
2001-09-07,55.4,57.58,0.962139631816603,-0.038595691430791675,-0.038595691430791675,-0.03860582160382298
2001-09-06,56.02,55.4,1.0111913357400724,0.011129176078724497,0.011129176078724497,0.011119045905693186
2001-09-05,57.74,56.02,1.0307033202427704,0.03024140440282658,0.03024140440282658,0.03023127422979527
2001-09-04,56.1,57.74,0.9715968133010044,-0.02881436170613846,-0.02881436170613846,-0.028824491879169772
2001-08-31,57.05,56.1,1.016934046345811,0.016792263779433936,0.016792263779433936,0.016782133606402624
2001-08-30,56.94,57.05,0.9980718667835232,-0.0019299944581931525,-0.0019299944581931525,-0.0019401246312244632
2001-08-29,60.25,56.94,1.0581313663505445,0.05650449052087294,0.05650449052087294,0.05649436034784163
2001-08-28,60.74,60.25,1.0081327800829876,0.008099887246838347,0.008099887246838347,0.008089757073807036
2001-08-27,62.31,60.74,1.025847876193612,0.025519466938527868,0.025519466938527868,0.025509336765496556
2001-08-24,62.05,62.31,0.9958273150377146,-0.004181414905514466,-0.004181414905514466,-0.004191545078545776
2001-08-23,59.12,62.05,0.9527800161160355,-0.04837123501066987,-0.04837123501066987,-0.04838136518370118
2001-08-22,60.66,59.12,1.0260487144790258,0.025715225620488794,0.025715225620488794,0.02570509544745748
2001-08-21,60.78,60.66,1.0019782393669634,0.001976285228211959,0.001976285228211959,0.001966155055180648
2001-08-20,62.7,60.78,1.031589338598223,0.031100660150228002,0.031100660150228002,0.03109052997719669
2001-08-17,61.88,62.7,0.9869218500797449,-0.01316442193400959,-0.01316442193400959,-0.0131745521070409
2001-08-16,64.62,61.88,1.0442792501616032,0.043326934691486886,0.043326934691486886,0.04331680451845558
2001-08-15,63.2,64.62,0.9780253791395852,-0.022219659243540524,-0.022219659243540524,-0.022229789416571836
2001-08-14,64.69,63.2,1.0235759493670886,0.023302328903082335,0.023302328903082335,0.023292198730051023
2001-08-13,65.83,64.69,1.0176225073427114,0.017469031423891303,0.017469031423891303,0.01745890125085999
